Brand,Observation Index,Rank of warranty_label
Peugeot,355,5
Peugeot,359,5
Peugeot,362,5
Peugeot,367,5
Peugeot,368,5
Peugeot,369,5
Peugeot,370,5
Peugeot,371,5
Peugeot,377,5
Peugeot,379,5
Peugeot,380,5
Peugeot,382,5
Peugeot,383,5
Peugeot,389,5
Peugeot,391,5
Peugeot,392,5
Peugeot,394,5
Peugeot,395,5
Peugeot,402,5
Peugeot,405,5
Peugeot,406,5
Peugeot,407,5
Peugeot,411,5
Peugeot,414,5
Peugeot,415,5
Peugeot,420,5
Peugeot,421,5
Peugeot,422,5
Peugeot,423,5
Peugeot,432,5
Peugeot,441,5
Peugeot,442,5
Peugeot,444,5
Peugeot,449,5
Peugeot,450,5
Peugeot,451,5
Peugeot,452,5
Peugeot,455,5
Peugeot,457,5
Peugeot,462,5
Peugeot,464,5
Peugeot,466,5
Peugeot,467,5
Peugeot,470,5
Peugeot,475,5
Peugeot,477,5
Peugeot,478,5
Peugeot,483,5
Peugeot,485,5
Peugeot,489,5
Peugeot,492,5
Peugeot,493,5
Peugeot,498,5
Peugeot,499,5
Peugeot,500,5
Peugeot,503,5
Peugeot,504,5
Peugeot,506,5
Peugeot,509,5
Peugeot,514,5
Peugeot,515,5
Peugeot,516,5
Peugeot,519,5
Peugeot,521,5
Peugeot,6,6
Peugeot,11,6
Peugeot,14,6
Peugeot,22,6
Peugeot,25,6
Peugeot,28,6
Peugeot,30,6
Peugeot,32,6
Peugeot,34,6
Peugeot,35,6
Peugeot,37,6
Peugeot,41,6
Peugeot,42,6
Peugeot,43,6
Peugeot,45,6
Peugeot,46,6
Peugeot,47,6
Peugeot,52,6
Peugeot,53,6
Peugeot,59,6
Peugeot,65,6
Peugeot,68,6
Peugeot,70,6
Peugeot,71,6
Peugeot,75,6
Peugeot,76,6
Peugeot,77,6
Peugeot,79,6
Peugeot,80,6
Peugeot,81,6
Peugeot,83,6
Peugeot,85,6
Peugeot,86,6
Peugeot,89,6
Peugeot,91,6
Peugeot,93,6
Peugeot,97,6
Peugeot,99,6
Peugeot,102,6
Peugeot,104,6
Peugeot,107,6
Peugeot,109,6
Peugeot,112,6
Peugeot,115,6
Peugeot,116,6
Peugeot,117,6
Peugeot,119,6
Peugeot,122,6
Peugeot,125,6
Peugeot,126,6
Peugeot,127,6
Peugeot,128,6
Peugeot,131,6
Peugeot,134,6
Peugeot,137,6
Peugeot,141,6
Peugeot,144,6
Peugeot,146,6
Peugeot,147,6
Peugeot,149,6
Peugeot,158,6
Peugeot,161,6
Peugeot,162,6
Peugeot,163,6
Peugeot,164,6
Peugeot,167,6
Peugeot,169,6
Peugeot,170,6
Peugeot,173,6
Peugeot,176,6
Peugeot,177,6
Peugeot,178,6
Peugeot,183,6
Peugeot,184,6
Peugeot,185,6
Peugeot,188,6
Peugeot,190,6
Peugeot,192,6
Peugeot,193,6
Peugeot,195,6
Peugeot,198,6
Peugeot,200,6
Peugeot,201,6
Peugeot,204,6
Peugeot,207,6
Peugeot,208,6
Peugeot,209,6
Peugeot,212,6
Peugeot,217,6
Peugeot,222,6
Peugeot,223,6
Peugeot,227,6
Peugeot,228,6
Peugeot,229,6
Peugeot,230,6
Peugeot,231,6
Peugeot,232,6
Peugeot,238,6
Peugeot,239,6
Peugeot,241,6
Peugeot,247,6
Peugeot,249,6
Peugeot,251,6
Peugeot,252,6
Peugeot,253,6
Peugeot,255,6
Peugeot,256,6
Peugeot,262,6
Peugeot,264,6
Peugeot,266,6
Peugeot,270,6
Peugeot,272,6
Peugeot,274,6
Peugeot,275,6
Peugeot,278,6
Peugeot,279,6
Peugeot,280,6
Peugeot,281,6
Peugeot,283,6
Peugeot,287,6
Peugeot,288,6
Peugeot,293,6
Peugeot,294,6
Peugeot,296,6
Peugeot,300,6
Peugeot,302,6
Peugeot,304,6
Peugeot,306,6
Peugeot,307,6
Peugeot,308,6
Peugeot,314,6
Peugeot,317,6
Peugeot,322,6
Peugeot,324,6
Peugeot,325,6
Peugeot,328,6
Peugeot,329,6
Peugeot,330,6
Peugeot,334,6
Peugeot,335,6
Peugeot,338,6
Peugeot,339,6
Peugeot,344,6
Peugeot,346,6
Peugeot,347,6
Peugeot,349,6
Peugeot,350,6
Peugeot,356,6
Peugeot,357,6
Peugeot,358,6
Peugeot,360,6
Peugeot,361,6
Peugeot,363,6
Peugeot,364,6
Peugeot,365,6
Peugeot,374,6
Peugeot,376,6
Peugeot,378,6
Peugeot,385,6
Peugeot,387,6
Peugeot,388,6
Peugeot,393,6
Peugeot,396,6
Peugeot,398,6
Peugeot,399,6
Peugeot,400,6
Peugeot,401,6
Peugeot,404,6
Peugeot,409,6
Peugeot,410,6
Peugeot,412,6
Peugeot,418,6
Peugeot,425,6
Peugeot,426,6
Peugeot,428,6
Peugeot,433,6
Peugeot,436,6
Peugeot,437,6
Peugeot,438,6
Peugeot,445,6
Peugeot,446,6
Peugeot,447,6
Peugeot,448,6
Peugeot,453,6
Peugeot,454,6
Peugeot,456,6
Peugeot,460,6
Peugeot,465,6
Peugeot,472,6
Peugeot,474,6
Peugeot,479,6
Peugeot,480,6
Peugeot,488,6
Peugeot,490,6
Peugeot,491,6
Peugeot,494,6
Peugeot,495,6
Peugeot,496,6
Peugeot,501,6
Peugeot,502,6
Peugeot,505,6
Peugeot,507,6
Peugeot,508,6
Peugeot,510,6
Peugeot,512,6
Peugeot,513,6
Peugeot,518,6
Peugeot,520,6
Peugeot,522,6
Peugeot,523,6
Peugeot,525,6
Peugeot,31,7
Peugeot,88,7
Peugeot,175,7
Peugeot,203,7
Peugeot,372,7
Peugeot,390,7
Peugeot,403,7
Peugeot,435,7
Peugeot,463,7
Peugeot,194,8
Peugeot,215,8
Mercedes-Benz,207,5
Mercedes-Benz,69,6
Mercedes-Benz,201,6
Mercedes-Benz,241,6
Mercedes-Benz,250,6
Mercedes-Benz,259,6
Mercedes-Benz,383,6
Mercedes-Benz,404,6
Mercedes-Benz,86,7
Mercedes-Benz,106,7
Mercedes-Benz,120,7
Mercedes-Benz,145,7
Mercedes-Benz,159,7
Mercedes-Benz,185,7
Mercedes-Benz,204,7
Mercedes-Benz,209,7
Mercedes-Benz,236,7
Mercedes-Benz,244,7
Mercedes-Benz,268,7
Mercedes-Benz,336,7
Mercedes-Benz,378,7
Mercedes-Benz,398,7
Mercedes-Benz,433,7
Mercedes-Benz,479,7
Mercedes-Benz,2,8
Mercedes-Benz,15,8
Mercedes-Benz,39,8
Mercedes-Benz,54,8
Mercedes-Benz,83,8
Mercedes-Benz,105,8
Mercedes-Benz,110,8
Mercedes-Benz,140,8
Mercedes-Benz,157,8
Mercedes-Benz,219,8
Mercedes-Benz,257,8
Mercedes-Benz,298,8
Mercedes-Benz,301,8
Mercedes-Benz,320,8
Mercedes-Benz,420,8
Mercedes-Benz,455,8
Mercedes-Benz,496,8
Mercedes-Benz,10,9
Mercedes-Benz,32,9
Mercedes-Benz,38,9
Mercedes-Benz,57,9
Mercedes-Benz,109,9
Mercedes-Benz,135,9
Mercedes-Benz,160,9
Mercedes-Benz,198,9
Mercedes-Benz,199,9
Mercedes-Benz,205,9
Mercedes-Benz,215,9
Mercedes-Benz,231,9
Mercedes-Benz,265,9
Mercedes-Benz,271,9
Mercedes-Benz,294,9
Mercedes-Benz,307,9
Mercedes-Benz,355,9
Mercedes-Benz,384,9
Mercedes-Benz,389,9
Mercedes-Benz,391,9
Mercedes-Benz,403,9
Mercedes-Benz,421,9
Mercedes-Benz,490,9
Ford,87,5
Ford,253,5
Ford,266,5
Ford,278,5
Ford,343,5
Ford,420,5
Ford,426,5
Ford,450,5
Ford,46,6
Ford,55,6
Ford,72,6
Ford,73,6
Ford,84,6
Ford,96,6
Ford,142,6
Ford,168,6
Ford,213,6
Ford,215,6
Ford,218,6
Ford,232,6
Ford,237,6
Ford,269,6
Ford,295,6
Ford,296,6
Ford,326,6
Ford,356,6
Ford,373,6
Ford,397,6
Ford,407,6
Ford,417,6
Ford,421,6
Ford,448,6
Ford,458,6
Ford,468,6
Ford,37,7
Ford,97,7
Ford,129,7
Ford,135,7
Ford,172,7
Ford,180,7
Ford,209,7
Ford,225,7
Ford,272,7
Ford,280,7
Ford,284,7
Ford,287,7
Ford,297,7
Ford,306,7
Ford,311,7
Ford,371,7
Ford,413,7
Ford,446,7
Ford,456,7
Ford,6,8
Ford,11,8
Ford,30,8
Ford,56,8
Ford,57,8
Ford,74,8
Ford,99,8
Ford,112,8
Ford,157,8
Ford,161,8
Ford,165,8
Ford,171,8
Ford,198,8
Ford,222,8
Ford,233,8
Ford,271,8
Ford,282,8
Ford,294,8
Ford,307,8
Ford,333,8
Ford,345,8
Ford,395,8
Ford,424,8
Ford,433,8
Ford,453,8
Ford,5,9
Ford,16,9
Ford,49,9
Ford,78,9
Ford,93,9
Ford,103,9
Ford,116,9
Ford,155,9
Ford,175,9
Ford,197,9
Ford,220,9
Ford,235,9
Ford,304,9
Ford,363,9
Ford,369,9
Ford,370,9
Ford,390,9
Ford,391,9
Ford,418,9
Ford,444,9
Ford,451,9
Ford,465,9
Ford,467,9
Ford,483,9
Ford,488,9
Ford,495,9
Ford,499,9
BMW,51,4
BMW,348,4
BMW,366,4
BMW,396,4
BMW,420,4
BMW,422,4
BMW,32,5
BMW,123,5
BMW,223,5
BMW,411,5
BMW,434,5
BMW,2,6
BMW,48,6
BMW,88,6
BMW,164,6
BMW,179,6
BMW,226,6
BMW,325,6
BMW,328,6
BMW,351,6
BMW,380,6
BMW,409,6
BMW,413,6
BMW,453,6
BMW,14,7
BMW,106,7
BMW,321,7
BMW,369,7
BMW,385,7
BMW,397,7
BMW,437,7
BMW,457,7
BMW,482,7
BMW,485,7
BMW,5,8
BMW,40,8
BMW,43,8
BMW,49,8
BMW,82,8
BMW,93,8
BMW,102,8
BMW,117,8
BMW,145,8
BMW,155,8
BMW,202,8
BMW,250,8
BMW,281,8
BMW,330,8
BMW,334,8
BMW,382,8
BMW,419,8
BMW,446,8
BMW,466,8
BMW,481,8
BMW,57,9
BMW,69,9
BMW,70,9
BMW,76,9
BMW,168,9
BMW,170,9
BMW,184,9
BMW,218,9
BMW,247,9
BMW,254,9
BMW,263,9
BMW,266,9
BMW,288,9
BMW,306,9
BMW,313,9
BMW,323,9
BMW,391,9
BMW,430,9
BMW,438,9
BMW,439,9
BMW,469,9
BMW,475,9
Opel,277,3
Opel,60,4
Opel,90,4
Opel,170,4
Opel,222,4
Opel,262,4
Opel,323,4
Opel,375,4
Opel,390,4
Opel,0,5
Opel,6,5
Opel,35,5
Opel,47,5
Opel,56,5
Opel,59,5
Opel,100,5
Opel,140,5
Opel,144,5
Opel,147,5
Opel,148,5
Opel,160,5
Opel,162,5
Opel,175,5
Opel,185,5
Opel,197,5
Opel,223,5
Opel,226,5
Opel,259,5
Opel,300,5
Opel,313,5
Opel,367,5
Opel,379,5
Opel,382,5
Opel,433,5
Opel,5,6
Opel,15,6
Opel,23,6
Opel,39,6
Opel,62,6
Opel,95,6
Opel,102,6
Opel,122,6
Opel,126,6
Opel,149,6
Opel,172,6
Opel,201,6
Opel,233,6
Opel,244,6
Opel,245,6
Opel,258,6
Opel,284,6
Opel,303,6
Opel,318,6
Opel,325,6
Opel,344,6
Opel,346,6
Opel,354,6
Opel,397,6
Opel,400,6
Opel,402,6
Opel,407,6
Opel,437,6
Opel,25,7
Opel,40,7
Opel,54,7
Opel,71,7
Opel,86,7
Opel,112,7
Opel,123,7
Opel,179,7
Opel,221,7
Opel,232,7
Opel,243,7
Opel,261,7
Opel,280,7
Opel,294,7
Opel,307,7
Opel,349,7
Opel,350,7
Opel,351,7
Opel,398,7
Opel,412,7
Opel,446,7
Opel,17,8
Opel,45,8
Opel,57,8
Opel,65,8
Opel,70,8
Opel,89,8
Opel,99,8
Opel,105,8
Opel,115,8
Opel,138,8
Opel,153,8
Opel,168,8
Opel,181,8
Opel,236,8
Opel,251,8
Opel,256,8
Opel,257,8
Opel,266,8
Opel,340,8
Opel,347,8
Opel,348,8
Opel,361,8
Opel,380,8
Opel,383,8
Opel,385,8
Opel,395,8
Opel,404,8
Opel,417,8
Opel,442,8
Opel,8,9
Opel,30,9
Opel,33,9
Opel,43,9
Opel,61,9
Opel,63,9
Opel,77,9
Opel,104,9
Opel,143,9
Opel,154,9
Opel,156,9
Opel,173,9
Opel,180,9
Opel,193,9
Opel,202,9
Opel,215,9
Opel,234,9
Opel,240,9
Opel,282,9
Opel,285,9
Opel,287,9
Opel,295,9
Opel,336,9
Opel,352,9
Opel,416,9
Opel,421,9
Opel,427,9
Audi,167,3
Audi,287,3
Audi,4,4
Audi,13,4
Audi,38,4
Audi,91,4
Audi,116,4
Audi,184,4
Audi,192,4
Audi,193,4
Audi,293,4
Audi,319,4
Audi,327,4
Audi,367,4
Audi,402,4
Audi,412,4
Audi,8,5
Audi,10,5
Audi,20,5
Audi,34,5
Audi,39,5
Audi,40,5
Audi,58,5
Audi,59,5
Audi,97,5
Audi,106,5
Audi,114,5
Audi,147,5
Audi,256,5
Audi,273,5
Audi,360,5
Audi,372,5
Audi,391,5
Audi,401,5
Audi,16,6
Audi,27,6
Audi,52,6
Audi,53,6
Audi,74,6
Audi,80,6
Audi,98,6
Audi,101,6
Audi,104,6
Audi,149,6
Audi,161,6
Audi,162,6
Audi,163,6
Audi,185,6
Audi,189,6
Audi,197,6
Audi,211,6
Audi,223,6
Audi,232,6
Audi,242,6
Audi,294,6
Audi,302,6
Audi,310,6
Audi,352,6
Audi,366,6
Audi,369,6
Audi,377,6
Audi,394,6
Audi,396,6
Audi,420,6
Audi,421,6
Audi,24,7
Audi,25,7
Audi,29,7
Audi,33,7
Audi,36,7
Audi,41,7
Audi,75,7
Audi,81,7
Audi,130,7
Audi,203,7
Audi,215,7
Audi,216,7
Audi,227,7
Audi,238,7
Audi,246,7
Audi,270,7
Audi,344,7
Audi,371,7
Audi,408,7
Audi,422,7
Audi,14,8
Audi,18,8
Audi,51,8
Audi,54,8
Audi,84,8
Audi,85,8
Audi,125,8
Audi,139,8
Audi,152,8
Audi,159,8
Audi,187,8
Audi,191,8
Audi,204,8
Audi,207,8
Audi,209,8
Audi,231,8
Audi,236,8
Audi,241,8
Audi,251,8
Audi,262,8
Audi,272,8
Audi,279,8
Audi,280,8
Audi,282,8
Audi,301,8
Audi,323,8
Audi,358,8
Audi,11,9
Audi,105,9
Audi,107,9
Audi,122,9
Audi,166,9
Audi,194,9
Audi,208,9
Audi,219,9
Audi,228,9
Audi,234,9
Audi,240,9
Audi,244,9
Audi,278,9
Audi,295,9
Audi,296,9
Audi,311,9
Audi,321,9
Audi,332,9
Audi,336,9
Audi,349,9
Audi,392,9
Audi,409,9
Audi,411,9
Renault,133,3
Renault,163,3
Renault,251,3
Renault,384,3
Renault,3,4
Renault,7,4
Renault,10,4
Renault,12,4
Renault,13,4
Renault,14,4
Renault,16,4
Renault,17,4
Renault,18,4
Renault,19,4
Renault,20,4
Renault,23,4
Renault,24,4
Renault,28,4
Renault,33,4
Renault,35,4
Renault,39,4
Renault,41,4
Renault,47,4
Renault,51,4
Renault,60,4
Renault,61,4
Renault,62,4
Renault,64,4
Renault,67,4
Renault,69,4
Renault,72,4
Renault,73,4
Renault,78,4
Renault,81,4
Renault,85,4
Renault,86,4
Renault,89,4
Renault,97,4
Renault,99,4
Renault,100,4
Renault,103,4
Renault,107,4
Renault,110,4
Renault,112,4
Renault,115,4
Renault,118,4
Renault,120,4
Renault,123,4
Renault,124,4
Renault,128,4
Renault,130,4
Renault,132,4
Renault,134,4
Renault,138,4
Renault,139,4
Renault,143,4
Renault,145,4
Renault,147,4
Renault,148,4
Renault,149,4
Renault,151,4
Renault,154,4
Renault,155,4
Renault,157,4
Renault,160,4
Renault,166,4
Renault,170,4
Renault,173,4
Renault,176,4
Renault,177,4
Renault,183,4
Renault,192,4
Renault,194,4
Renault,199,4
Renault,205,4
Renault,207,4
Renault,208,4
Renault,212,4
Renault,216,4
Renault,217,4
Renault,219,4
Renault,220,4
Renault,231,4
Renault,236,4
Renault,239,4
Renault,241,4
Renault,252,4
Renault,253,4
Renault,260,4
Renault,261,4
Renault,265,4
Renault,266,4
Renault,267,4
Renault,271,4
Renault,282,4
Renault,283,4
Renault,285,4
Renault,286,4
Renault,287,4
Renault,290,4
Renault,291,4
Renault,293,4
Renault,295,4
Renault,306,4
Renault,311,4
Renault,315,4
Renault,317,4
Renault,318,4
Renault,319,4
Renault,320,4
Renault,321,4
Renault,324,4
Renault,325,4
Renault,327,4
Renault,329,4
Renault,334,4
Renault,339,4
Renault,345,4
Renault,346,4
Renault,348,4
Renault,349,4
Renault,351,4
Renault,354,4
Renault,355,4
Renault,357,4
Renault,363,4
Renault,368,4
Renault,369,4
Renault,370,4
Renault,374,4
Renault,375,4
Renault,376,4
Renault,381,4
Renault,387,4
Renault,390,4
Renault,394,4
Renault,396,4
Renault,398,4
Renault,406,4
Renault,415,4
Renault,418,4
Renault,0,5
Renault,1,5
Renault,5,5
Renault,8,5
Renault,9,5
Renault,11,5
Renault,21,5
Renault,27,5
Renault,29,5
Renault,37,5
Renault,38,5
Renault,43,5
Renault,45,5
Renault,49,5
Renault,52,5
Renault,58,5
Renault,59,5
Renault,66,5
Renault,70,5
Renault,79,5
Renault,84,5
Renault,88,5
Renault,90,5
Renault,93,5
Renault,95,5
Renault,96,5
Renault,98,5
Renault,104,5
Renault,105,5
Renault,111,5
Renault,113,5
Renault,116,5
Renault,125,5
Renault,126,5
Renault,137,5
Renault,140,5
Renault,144,5
Renault,158,5
Renault,161,5
Renault,162,5
Renault,179,5
Renault,180,5
Renault,186,5
Renault,190,5
Renault,191,5
Renault,193,5
Renault,195,5
Renault,200,5
Renault,203,5
Renault,209,5
Renault,223,5
Renault,224,5
Renault,227,5
Renault,228,5
Renault,229,5
Renault,232,5
Renault,233,5
Renault,237,5
Renault,238,5
Renault,242,5
Renault,244,5
Renault,245,5
Renault,248,5
Renault,256,5
Renault,257,5
Renault,258,5
Renault,270,5
Renault,273,5
Renault,279,5
Renault,280,5
Renault,294,5
Renault,298,5
Renault,304,5
Renault,307,5
Renault,309,5
Renault,313,5
Renault,330,5
Renault,337,5
Renault,338,5
Renault,343,5
Renault,366,5
Renault,377,5
Renault,379,5
Renault,386,5
Renault,391,5
Renault,392,5
Renault,395,5
Renault,401,5
Renault,402,5
Renault,409,5
Renault,416,5
Renault,419,5
Renault,420,5
Renault,15,6
Renault,26,6
Renault,40,6
Renault,54,6
Renault,55,6
Renault,57,6
Renault,75,6
Renault,87,6
Renault,117,6
Renault,119,6
Renault,121,6
Renault,127,6
Renault,131,6
Renault,135,6
Renault,142,6
Renault,150,6
Renault,164,6
Renault,165,6
Renault,167,6
Renault,169,6
Renault,171,6
Renault,181,6
Renault,197,6
Renault,202,6
Renault,214,6
Renault,215,6
Renault,221,6
Renault,222,6
Renault,225,6
Renault,226,6
Renault,230,6
Renault,234,6
Renault,243,6
Renault,249,6
Renault,250,6
Renault,255,6
Renault,264,6
Renault,269,6
Renault,272,6
Renault,275,6
Renault,281,6
Renault,284,6
Renault,296,6
Renault,297,6
Renault,300,6
Renault,301,6
Renault,316,6
Renault,322,6
Renault,328,6
Renault,332,6
Renault,336,6
Renault,341,6
Renault,342,6
Renault,344,6
Renault,350,6
Renault,352,6
