color,description,fuel,guarantee,history,make,mileage,model,owners,power,price_euro,seller,transmission,weight,year
,Bergwerff Garantie •	Technisch afleverklaar gemaakt volgens de hoogste standaard •	1 jaar onderhoudsvrij of minimaal 10.000 kilometer •	Gratis BMW Verlengde Pechhulp Lees meer over de unieke Bergwerff Garantie op www.bergwerffbmw.nl/service/bergwerff-garantie Modelreeks:  Modelcode:  Typenummer:  Koppel:  Tankinhoud:  Acceleratie (0-100):  Topsnelheid:  Afmetingen (LxBxH):  Wielbasis:  Laadvermogen:  GVW:  Max. trekgewicht:   (ongeremd 750 kg) Interieurkleur:  Bekledingcode:  Energielabel:  Onderhoudsboekjes:  Aantal sleutels:  Motorrijtuigenbelasting:   per kwartaal Fabrieksgarantie tot:  Garantie:  Optioneel afleverpakket (zonder meerprijs):   https://www.bovag.nl/BovagWebsite/media/BovagMediaFiles/Downloads/Garantie%20en%20voorwaarden/Algemene-Garantievoorwaarden-Auto-1-2-2018.pdf,Benzine,12,Ja,BMW,40785,X5 M,,460,139875.0,Autobedrijf,Automatisch,,04/2023
,"Bekijk de   op autohero.com voor meer informatie over de onderhoudshistorie, autogegevens, tekenen van slijtage en andere details. https://www.autohero.com/NL/kia-sportage/id/1d1856d3-a3de-4d56-8d3c-a405aa2cb9da/?utm_source=CLA&utm_medium=classifieds&utm_campaign=classifieds_NL",Benzine,12,,Kia,76663,Sportage,1,99,13049.0,Autobedrijf,Handgeschakeld,,05/2015
,"Deze   is verkrijgbaar in ons  , je bent van harte welkom om bij ons langs te komen voor  persoonlijk advies en een bezichtiging. Kijk ​​ook op Autohero.com voor meer informatie over de onderhoudsgeschiedenis, autogegevens, tekenen van slijtage en andere details. Mijlweg 61 3316 Dordrecht, Nederland Openingstijden: Ma - Do: 9.00 - 18.00 uur Vr - Za: 9.00 - 17.00 uur We bieden verschillende financieringsmogelijkheden, afgestemd op jouw behoeftes en wensen. Hebben wij jouw interesse gewekt? Maak dan eenvoudig een bezichtigingsafspraak! https://www.autohero.com/NL/audi-a-5-sportback/id/8d1f4307-8676-4c36-9931-2919547f9024/?utm_source=CLA&utm_medium=classifieds&utm_campaign=classifieds_NL : Aantal eigenaren: 2.",Benzine,12,,Audi,66455,A5,2,185,28749.0,Autobedrijf,Automatisch,,11/2017
,"Welkom in onze online Showroom! Wij zijn 7 dagen per week bereikbaar van 09.00 - 20.00 uur, op onze website vind u een uitgebreide fotoreportage. Let op: Wij zijn enkel 'op afspraak' geopend. Hij staat klaar voor een nieuw avontuur, stapt u in? Graag nodig ik u uit voor een overtuigende proefrit. De koffie staat voor u klaar! Heeft u vragen? Aarzel niet, u kunt mij te allen tijde telefonisch bereiken.  Niels Krabman Tel: +316 5114 3915 Al onze auto's zijn ook leverbaar met aantrekkelijke financiering zowel privé als zakelijk. De getoonde prijs waarmee de auto geadverteerd is, is de meeneemprijs. Tenzij anders vermeld, zie onze website voor meer informatie. Wilt u een auto komen bezichtigen graag van tevoren contact opnemen om een afspraak te maken, wij zijn enkel geopend op afspraak, tevens voorkomt dit teleurstellingen. Met de grootste zorg stellen wij de advertenties samen, u kunt echter geen rechten ontlenen aan de inhoud. Optie Type ,druk-, prijs- en uitvoeringsfouten voorbehouden. Modeljaar:  Koppel:  Wielbasis:  Tankinhoud:  Acceleratie (0-100):  Topsnelheid:  Energielabel:  BTW/marge:  Motorrijtuigenbelasting:  Garantie:  Garantie:    Dit afleverpakket bevat: BOVAG garantie (6 maanden)   Dit afleverpakket bevat: BOVAG garantie (12 maanden); BOVAG 40-Puntencheck; BOVAG Afleverbeurt",Benzine,3,,Audi,85931,A1,,71,13499.0,Autobedrijf,Handgeschakeld,,07/2017
,"Te Koop: BMW X1 sDrive18i X-Line met Sportieve Uitrusting Ontdek de ultieme combinatie van stijl en prestatie met deze BMW X1 sDrive18i in X-Line uitvoering.  Deze sportive SUV is uitgerust met alles wat je zoekt voor een dynamische rijervaring en comfortabele reizen. Krachtig Design: Voorzien van grote wielen en een indrukwekkend panoramaschuifdak. Luxe Interieur: Lederen bekleding, donkere hemel, M sportstuur en stoelverwarming voor extra comfort. Veiligheid en gemak: Adaptive LED-koplampen en een afneembare trekhaak met een trekvermogen van 1700 kg. Stijlvol Exterieur: Prachtig uitgevoerd in MINERALWEISS METALLIC, een kleur die de BMW X1 laat stralen. Met slechts 52.000 km op de teller biedt deze BMW X1 niet alleen luxe, maar ook betrouwbaarheid en prestatie.  Ideaal voor wie op zoek is naar een SUV met een hogere instap en veel ruimte. Interesse? Neem contact met ons op voor meer informatie of een proefrit: Telefoon: 0523-271318 E-mail: info@autocombi.nl Mis deze kans niet om in stijl te rijden. Deze BMW X1 staat voor je klaar! Klanten beoordelen ons met een 9.2!! Auto Combi Hardenberg, aangesloten bij de BOVAG | NAP | BOSCH CAR SERVICE | ERKEND DUURZAAM.  Disclaimer: Ondanks de zorg die door Auto Combi aan de correcte invoer van de gegevens van de aangeboden occasions besteed wordt, kan Auto Combi niet verantwoordelijk en/of aansprakelijk gehouden worden voor eventuele fouten en onvolkomenheden in de gegevens. Mocht u ondanks onze zorgvuldigheid toch een fout ontdekken in één van onze advertenties, dan vernemen wij het graag van u. Modelreeks:  Modelcode:  Koppel:  Tankinhoud:  Acceleratie (0-100):  Topsnelheid:  Afmetingen (LxBxH):  Wielbasis:  Laadvermogen:  GVW:  Max. trekgewicht:   (ongeremd 740 kg) Energielabel:  Algemene staat:  Aantal sleutels:  BTW/marge:  Motorrijtuigenbelasting:   per kwartaal BOVAG 40-Puntencheck: ",Benzine,12,Ja,BMW,52638,X1,1,100,19950.0,Autobedrijf,Automatisch,,07/2016
,"Dit noemen we nou een top-occasion. Bescheiden kilometerstand, voorbeeldig onderhouden, voorzien van aantrekkelijke pluspunten en een erg vriendelijke prijs. Deze Toyota Corolla moet u komen zien! Brandstofmotor, elektromotor? Deze hybride Toyota Corolla combineert ze. En dat is te merken bij de pomp, want die ziet u voortaan minder vaak. Ga samen met uw bijrijder lekker zitten in de verwarmbare voorstoelen. Wind, sneeuw, hagel, regen... allemaal vergeten als u het verwarmd stuurwiel in handen heeft. Tot de uitrusting van deze Toyota behoren ook 17 inch lichtmetalen velgen, LED koplampen, elektrisch inklapbare buitenspiegels, donker getint glas achter, in delen neerklapbare achterbank en LED-achterlichten.  Via het digitale dashboard bent u permanent op de hoogte van alle informatie die u nodig heeft voor een veilige rit. Parkeer en kijk niet om! De achteruitrijcamera doet dat voor u. Als u de adaptive cruise control inschakelt, regelt de auto zelf de snelheid en de afstand tot de auto voor u. Spraaksturing betekent dat u verschillende functies met uw stem kunt bedienen. Connected Services zorgen ervoor dat de belangrijkste functies en data van de auto altijd en overal te checken zijn. Gewoon via de app op de smartphone. Deze auto is voorzien van achteropkomend verkeer waarschuwing, automatische airconditioning, draadloos opladen, DAB ontvangst, regensensor en buitentemperatuurmeter.  Deze auto is voorzien van innovatieve systemen die u onderweg begeleiden en beschermen. Onderweg fungeert de verkeersbord-detectie als het ware als uw bijrijder en attendeert u op de verkeersborden langs de weg. Onbedoeld buiten de rijstrook raken wordt voorkomen door het Lane-keeping systeem. Deze Toyota Corolla blijft altijd alert. Zo wordt gebruik gemaakt van forward collision warning. Bij het mogelijke risico op een aanrijding met een voertuig voor u, slaat het systeem alarm. De auto is ook uitgerust met hill hold functie, brake assist, vermoeidheidsherkenning en bandenspanningcontrolesysteem.  Proefrit maken? Bel ons en we zetten 'm voor u klaar! Autoservice Wagemans is al jaren een begrip in de regio. Onze voorraad van gemiddeld 80-90 auto's biedt u de mogelijkheid om meerdere modellen te vergelijken. Bij Autoservice Wagemans vinden we eerlijkheid en transparantie zeer belangrijk. Van inzage in de historie en kilometerstand tot aan de prijs en servicevoorwaarden. Zo werken we met vaste en scherpe internetprijzen inclusief groot onderhoud, APK en garantie.  Hiervoor geldt: -	Garantie (jonger dan 5 jaar 6 maanden, ouder dan 5 jaar 3 maanden); -	Onderhoudsbeurt volgens service interval fabrikant; -	Distributieriem of -ketting vervangen indien nodig; -	Banden met minder dan 3 mm profiel worden altijd vervangen; -	24/7 pechhulp binnen straal van 50 km; -	Professionele poetsbeurt van binnen en buiten; -	Minimaal € 25,- aan brandstof; -	Minimaal 12 maanden APK. Geen bijkomende kosten. 100% helder. Hoewel aan de informatie van deze website de grootst mogelijke zorg wordt besteed, kunnen wij niet aansprakelijk worden gesteld voor eventuele onjuiste informatie van welke aard dan ook. Voor de exacte uitvoering en beschikbaarheid van de auto kunt u contact opnemen met onze verkopers. Modeljaar:  Koppel:  Wielbasis:  Tankinhoud:  Acceleratie (0-100):  Topsnelheid:  Energielabel:  Onderhoudsboekjes:  Aantal sleutels:  BTW/marge:  Motorrijtuigenbelasting:  Garantie:  Garantie: Bij Autoservice Wagemans krijgt u op elke occasion die jonger is dan 5 jaar maar liefst 6 maanden volledige garantie. Aangezien wij de auto voor aflevering standaard voorzien van een onderhoudsinspectie en onderhoudsbeurt nemen wij altijd onze verantwoordelijkheid. Indien er een defect op treedt binnen de garantieperiode kunt u altijd bij ons terecht. Wel zo helder en transparant. Autoservice Wagemans rekent geen aflever- of garantiekosten. Deze zaken behoren tot onze standaard dienstverlening.",Elektro/Benzine,6,Ja,Toyota,60940,Corolla,,132,22950.0,Autobedrijf,Automatisch,,06/2020
,"Deze advertentie en de inhoud ervan is met de grootst mogelijke zorg samengesteld. Het is echter mogelijk dat in de gehanteerde advertentietekst bepaalde opties en of accessoires zijn vermeld welke niet op deze specifieke auto aanwezig zijn. Er kunnen derhalve aan de advertentie geen rechten worden ontleend en Joosen Auto’s Ulicoten kan nooit aansprakelijk worden gesteld voor de inhoud en volledigheid van de verstrekte informatie.     6 maanden garantie    - Airbag Bestuurder - Airbag Passagier - Airbag, zijdelings voor 2x - Gordijn/hoofd airbags voor - Gordijn/hoofd airbags achter - Airconditioning, handbediend - Radio/CD/MP3 speler - USB aansluiting - Aux aansluiting - ESP - EBD - Elektrische ramen voor - Elektrische ramen achter - Boordcomputer - ABS - Bandenspanningscontrole - Startonderbreking - Bumpers in kleur van de carrosserie - Park control achter - APK bij aflevering - Onderhoudsboekje aanwezig - Hoofdsteunen achter - Deelb. achterbank (ongelijke delen) - Rokersvrije auto - Mistlampen - Middenarmsteun voor - Middenarmsteun - Stuurbekrachtiging - Bekerhouder voor - Warmtewerend getint glas - El. verstelbare spiegels - El. verstelbare spiegels, verwarmd - Buitenspiegels in kleur van carrosserie - Buitenspiegels inklapbaar - Lederen stuur - Multifunctioneel stuur - Verstelbaar stuur - Buitentemperatuurmeter - Centrale deurvergrendeling, afstandbediend - Alarminstallatie - Bestuurdersstoel hoogte verstelbaar - Stoelverwarming voor - Kinderzitje voorbereiding ISOfix - Metaalkleur - Multimedia-voorbereiding - Lederen stuurwiel en versnellingspook - LED dagrijverlichting - Bagage-scheidingsnet - Aluminium interieur afwerking",Benzine,6,Ja,Hyundai,86383,i20,,74,8950.0,Autobedrijf,Automatisch,,11/2014
,"PROEFRIT MAKEN? LAAT WETEN DAT JE LANGSKOMT!   AUTOCENTRUM KRIMPENERWAARD IS UITGEGROEID TOT EEN BEGRIP IN HEEL NEDERLAND. WIJ BEDIENEN MEER DAN 10.000 KLANTEN PER JAAR, EN DUS KAN HET DRUK ZIJN BIJ ONS, ZEKER OP ZATERDAG. OM IEDEREEN ZO GOED MOGELIJK TE HELPEN VRAGEN WIJ JE VRIENDELIJK OM EEN AFSPRAAK BIJ ONS IN TE PLANNEN. EEN BEZOEK ZONDER AFSPRAAK KAN WACHTTIJD MET ZICH MEEBRENGEN. Neem plaats in de cockpit, start de motor en voel het vermogen. Met deze sportieve Jeep Compass hebt u altijd de controle. Het is een nieuwe auto, hij is nu uit voorraad leverbaar. Met een viercilinder benzinemotor en een handgeschakelde vijfversnellingsbak beschikt deze Jeep over uitstekende prestaties. Mooi om te zien en heerlijk om in te zitten zijn de sportstoelen, die u onderweg optimale ondersteuning geven. Ook 17 inch lichtmetalen velgen, aluminium dakrailing, dakdraagsysteem, elektrisch inklapbare buitenspiegels, in delen neerklapbare achterbank en elektrisch bediende ramen zijn aan boord.  Met de audiobediening op het stuur regelt u de geluidsinstallatie gemakkelijk en veilig. De aanwezige cruise control scheelt lekker in brandstofkosten. En ook bij de flitspaal. Geen capriolen meer als u met armen vol de auto moet openen. De keyless entry heeft u al herkend en ontgrendelt de Jeep Compass automatisch. Vanzelfsprekend is deze auto ook van airconditioning voorzien. De uitrusting van deze Jeep is met isofix-aansluiting, centrale deurvergrendeling met afstandsbediening, bagage afdekhoes, boordcomputer, verstelbaar stuur en lederen versnellingspook behoorlijk compleet.  In de Jeep Compass heeft uw veiligheid en die van uw omgeving prioriteit. Hill hold control voorkomt dat de auto achteruit rolt op een helling. Het systeem werkt als een automatische handrem die in- en uitschakelt als u dat wenst. De Brake Assist vergroot de veiligheid door bij een noodsituatie extra power te leveren op het remsysteem.  Wordt dit uw nieuwe auto? We verwelkomen u graag om u deze Compass te laten zien, en dan leggen we u ook uit welke financieringsvormen we erbij kunnen aanbieden. Wanneer u een proefrit wilt maken en/of meer informatie wilt over de auto kunt u ons telefonisch bereiken tussen 09:00 - 19:30 uur op telefoonnummer 0180-201 707. Voor financiering of financial lease? www.carleasenederland.nl  Met vriendelijke groet, Team Autocentrum Krimpenerwaard Hoewel alle gegevens met de grootst mogelijke zorgvuldigheid zijn samengesteld is Autocentrum Krimpenerwaard B.V. niet aansprakelijk voor enige directe of indirecte schade die zou kunnen ontstaan door het gebruik van deze aangeboden informatie. Aan de in dit document verstrekte informatie kunnen op geen enkele wijze rechten worden ontleend of aanspraken worden gemaakt wanneer deze niet door een tekeningsbevoegde is ondertekend. Alle informatie is onder voorbehoud van druk-, zet-, prijs-, en programmeerfouten. Alle afbeeldingen zoals deze getoond worden zijn auteursrechtelijk beschermd en mogen niet worden gebruikt door derden. Modelreeks:  Koppel:  Tankinhoud:  Acceleratie (0-100):  Topsnelheid:  Afmetingen (LxBxH):  Wielbasis:  Laadvermogen:  GVW:  Max. trekgewicht:   (ongeremd 450 kg) Energielabel:  Aantal sleutels:  BTW/marge:  Motorrijtuigenbelasting:   per kwartaal Garantielabel: ",Benzine,12,Ja,Jeep,133207,Compass,3,115,8945.0,Autobedrijf,Handgeschakeld,,05/2014
,"Bij Autobetaalbaar.nl betaalt u geen extra afleveringskosten en ontvangt u GRATIS een premium afleverpakket met daarin 6 maanden volledige garantie, een nieuwe APK en een onderhoudsbeurt. Autobetaalbaar.nl is een jong en modern autobedrijf in het midden van het land. Wij hebben ons sinds de oprichting in 2011 volledig gespecialiseerd in de verkoop en reparatie van (jong) gebruikte occasions en zijn hiervoor zelfs bekroond met de “Nationale Auto Awards”!  Wij staan als team voor onze klanten klaar en willen de klant enthousiast en volledig ontzorgen op het gebied van mobiliteit.  Ondanks het feit dat wij onze uiterste best doen om u correct te informeren kan het voorkomen dat uitvoeringen anders zijn dan aangegeven. U kunt geen rechten ontlenen aan hetgeen gepresenteerd is. Om deze reden bent u altijd van harte welkom om uw aankoop, vooraf, zelf te controleren. Schrijf- en tekstfouten voorbehouden. Modelreeks:  Modelcode:  Koppel:  Tankinhoud:  Acceleratie (0-100):  Topsnelheid:  Afmetingen (LxB):  Wielbasis:  Laadvermogen:  GVW:  Max. trekgewicht:   (ongeremd 690 kg) Interieurkleur:  Energielabel:  Motorrijtuigenbelasting:   per kwartaal Garantie:  Inbegrepen afleverpakket:  Bij Autobetaalbaar.nl betaalt u geen extra afleveringskosten en ontvangt u GRATIS een afleverpakket met daarin 6 maanden volledige garantie, een nieuwe APK en een onderhoudsbeurt*. Daarnaast bieden wij 12 maanden volledige garantie aan voor een meerprijs van €299,- Dit afleverpakket bevat: 6 maanden volledige garantie (6 maanden garantie); Nieuwe APK",Benzine,6,,Audi,39199,A3,,110,25999.0,Autobedrijf,Automatisch,,07/2020
,"Deze …………. is technisch nog in zeer goede staat en voorzien van meerdere luxe opties zoals; Navigatie, Airco, Bluetooth Carkit, Lichtmetalen Velgen, Stoelverwarming, Stuurwielbediening en All-season banden. De genoemde verkoopprijs is bij Autobedrijf J.T. van Steyn ook de rijklaarprijs. Deze prijs is inclusief een Volledige Onderhoudsbeurt, Nieuwe Apk keuring, Aircoservice, Professionele Poetsbeurt en 12 maanden Bovag garantie. Om teleurstellingen te voorkomen, adviseren wij u om een afspraak te maken voor een bezichtiging en/of proefrit! Autobedrijf J.T. van Steyn is een all round garage in Voorhout sinds 1987, onze vestiging in Voorhout is al meer dan 35 jaar actief in en buiten de regio en staat bekend om zijn uitstekende service, goede prijs kwaliteit verhouding en vaste team van medewerkers die altijd voor u klaar en houden u dagelijks op de weg. We hebben altijd een mooie mix aan gebruikte auto’s staan. De auto's zijn zorgvuldig gecontroleerd in de werkplaats en voorzien van de juiste kilometerstand-documentatie. Kijk voor een volledig overzicht van onze voorraad op www.jtsauto.nl. Informeer naar de garantie mogelijkheden tot 24 maanden. Wij zijn aangesloten bij Bovag, Nationale Autopas en Bosch Car Service. Financiering en private lease mogelijk. Personenauto’s die minder dan 120.000 km hebben gereden, jonger dan 7 jaar zijn en de verkoopprijs boven €4.500 is, hebben 12 maanden bovag garantie. De overige personenauto’s waar dat niet voor geldt en bedrijfsauto's hebben géén, 3 of 6 maanden garantie. Disclaimer: Alle moeite is genomen om de informatie op onze internetsite en advertenties zo accuraat en actueel mogelijk weer te geven. Fouten zijn echter nooit uit te sluiten. Er kunnen dan ook geen rechten aan deze advertentie worden ontleend. Vertrouwt u daarom niet alleen op deze informatie, maar controleer bij aankoop de zaken die uw beslissing zouden kunnen beïnvloeden. Modeljaar:  Topsnelheid:  Afmetingen (LxBxH):  Wielbasis:  Laadvermogen:  GVW:  Max. trekgewicht:   (ongeremd 400 kg) Energielabel:  BTW/marge:  Motorrijtuigenbelasting:   per kwartaal Aanvullende garantielabels:  BOVAG 40-Puntencheck:  BOVAG Afleverbeurt: ",Benzine,12,,Suzuki,95746,Baleno,,67,7990.0,Autobedrijf,Handgeschakeld,,06/2017
,"Hele leuke Audi A1 Sportback in sportieve Adrenalin uitvoering met S-Line exterieurpakket. Origineel Nederlands geleverd en volledig dealeronderhouden! Optionele afleverpakketen: AutoStock Plus: € 495,- incl. 6 maanden uitgebreide garantie AutoStock Premium: € 895,- incl. 6 maanden uitgebreide garantie, nieuwe APK en onderhoud AutoStock Premium+: € 1.295,- incl. 12 maanden uitgebreide garantie, nieuwe APK en onderhoud AutoStock Zorgeloos: € 1.995,- incl. 24 maanden uitgebreide garantie, nieuwe APK en onderhoud Glascoating: vanaf € 995,- Trekhaak, vast: vanaf € 800,- Trekhaak, afneembaar: vanaf € 950,- Bij AutoStock kennen we geen geheimen. We zijn volledig transparant, zodat je niet voor verrassingen komt te staan. De auto's zijn zoals ze zijn, uiteraard zonder verborgen gebreken, met een volledige onderhoudshistorie en een schadevrij verleden. Onze prijzen zijn scherpe internetprijzen en wij kennen geen verplichte bijkomende kosten. Bij ons is het namelijk vanzelfsprekend dat een auto optisch en technisch in goede staat wordt geleverd inclusief het gratis AutoStock Basis afleverpakket. Dit omvat o.a. 3 maanden AutoStock Basis garantie en minimaal 3 maanden APK. Liever toch extra onderhoud of meer zekerheid? Upgrade dan naar AutoStock Plus, Premium, Premium+ of Zorgeloos. Financiering of lease en inruil is uiteraard mogelijk! Modelreeks:  Modelcode:  Koppel:  Tankinhoud:  Acceleratie (0-100):  Topsnelheid:  Afmetingen (LxBxH):  Wielbasis:  Laadvermogen:  GVW:  Max. trekgewicht:   (ongeremd 560 kg) Energielabel:  Aantal sleutels:  Motorrijtuigenbelasting:   per kwartaal Garantie:  Garantie:  Garantie:  Optioneel afleverpakket (zonder meerprijs):   - 3 maanden garantie op de aandrijflijn - min. 3 maanden APK - volledige reconditionering - basis voertuig controle - tenaamstelling nieuwe auto - vrijwaring evt. inruilauto - RDW voertuigrapport - minimaal 15 liter brandstof",Benzine,3,Ja,Audi,102581,A1,3,71,13499.0,Autobedrijf,Handgeschakeld,,01/2018
,"LET OP: Voor de complete foto reportage ga dan naar onze website, www.kreeftauto.nl. Kreeft Auto is geopend van; Maandag t/m Vrijdag 08:00 / 17.00 uur Zaterdag tussen 10:00 en 14:00 & Zondag op afspraak Wij vragen uw begrip dat wij geen auto`s kunnen reserveren. Neem voordat u vertrekt contact met ons op, om er zeker van te zijn dat de auto van uw keus nog beschikbaar is. Rekening houdend met uw reistijd houden wij dan de auto voor u vast. Alle moeite is genomen om de informatie op deze internetsite zo accuraat en actueel mogelijk weer te geven. Fouten zijn echter nooit uit te sluiten. Vertrouw daarom niet alleen op deze informatie, maar controleer bij aankoop de zaken die uw beslissing zouden kunnen beïnvloeden. Adres: Het Witte Hert 15 (bedrijven terrein de Schepenwijk). 1601 MJ Enkhuizen. Tevens zijn wij ook gemakkelijk bereikbaar met het openbaar vervoer. Vanaf Amsterdam Centraal de trein richting Enkhuizen. Uitstappen bij station: Enkhuizen. Wij halen uw op van het station als extra service. BOVAG garantie. Wij zijn ook aangesloten bij BOVAG dat houdt o.a. in. Garantie op reparaties. Vakkundig en betrouwbaar. Duidelijke voorwaarden. Gespecificeerde factureren. Bemiddeling bij klachten. Dit voertuig komt in aanmerking voor BOVAG garantie als de aankoopwaarde hoger is dan €4500,- en dat de kilometerstand lager is dan 150.000KM. Voor de volledige voorwaarden en meer informatie, bekijk onze BOVAG garantie pagina. op onze website www.kreeftautoservice.nl Modelreeks:  Koppel:  Tankinhoud:  Acceleratie (0-100):  Topsnelheid:  Afmetingen (LxBxH):  Wielbasis:  Laadvermogen:  GVW:  Max. trekgewicht:   (ongeremd 450 kg) Energielabel:  Aantal sleutels:  Motorrijtuigenbelasting:   per kwartaal Leaseprijs:   (financial lease); informeer naar de mogelijkheden en voorwaarden BOVAG 40-Puntencheck:  BOVAG Afleverbeurt: ",Benzine,12,Ja,Citroen,43981,C3,,61,12950.0,Autobedrijf,Handgeschakeld,,10/2021
,Modelreeks:  Modelcode:  Typenummer:  Koppel:  Tankinhoud:  Acceleratie (0-100):  Topsnelheid:  Afmetingen (LxB):  Wielbasis:  Laadvermogen:  GVW:  Max. trekgewicht:   (ongeremd 750 kg) Interieurkleur:  Energielabel:  BTW/marge:  Motorrijtuigenbelasting:   per kwartaal Inbegrepen afleverpakket: ,Benzine,Ja,,BMW,51880,430,,190,41500.0,Autobedrijf,Automatisch,,04/2021
,"Deze prachtige Volvo XC40 Recharge Twin Plus uit 12-2021 is afkomstig van de éérste eigenaar en verkeerd in nieuwstaat! De auto is volledig dealer onderhouden. Deze prachtige XC40 is vol met opties zoals hierboven beschreven staat! Deze auto wordt standaard afgeleverd met 6 maanden garantie (dit kan uitgebreid worden naar 12  maanden). Dit valt in onze ruime service en hier hoeft u niet extra voor te betalen! Daarnaast worden onze auto's voorzien van een uitgebreide aflevercontrole en indien noodzakelijk een nieuwe APK. Financieren is bij ons mogelijk. Vaak kunnen wij u binnen één dag al een voorstel doen met de mogelijkheden. Wij ruilen uw huidige auto graag in. Voor een volledige en correcte taxatie ontvangen wij graag informatie over uw auto en duidelijke foto's. Vraagprijs: €30.950,- Inruilprijs: €31.950,- Broekhuizerstraat 20 C 7031GZ Wehl +31639318009 verkoop@autohelders.nl www.autohelders.nl We hebben ons uiterste best gedaan om alle informatie in deze advertentie correct weer te geven. Er kunnen echter geen rechten worden ontleend aan de verstrekte informatie in de advertentie. Vertrouw niet alleen op deze informatie maar controleer altijd zelf de zaken welke voor jouw belangrijk zijn en je beslissing zouden kunnen beïnvloeden. Neem contact op met de verkoper voor aanvullende vragen.",Stroom,12,Ja,Volvo,39720,XC40,,300,30950.0,Autobedrijf,Automatisch,,12/2021
